Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
22324,неосведомленность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,вед
22325,неосвещенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,свещ
22326,неосвоенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,осво
22328,неосмотрительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,смотр
22329,неосмотрительность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,смотр
22330,неосмотрительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,смотр
22332,неосознаваемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,знан
22333,неосознанно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,знан
22334,неосознанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,знан
22335,неоспоримо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,спор
22337,неостановимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,останов
22338,неостановимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,останов
22339,неосторожно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,осторож
22342,неостывший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,остыв
22343,неосуществимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,осущ
22344,неосуществленный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,осущ
22346,неотапливаемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тапл
22347,неотвратимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,врат
22350,неотвязно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,вяз
22352,неотделимый,a,lemma_level_conflict,дел,,,Conflicting automatic candidates across lemmas: де(j)|дел,дел
22354,неоткуда,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,откуд
22358,неотлучно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,отлуч
22359,неотправленный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прав
22360,неотразимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,раз
22363,неотрывно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,рыв
22364,неотступно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ступ
22366,неотчетливый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,отчет
22368,неофит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,неофит
22369,неофициально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,официал
22372,неохота,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,охот
22373,неохота,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,охот
22376,неочевидный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,очевид
22377,неочищенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,чист
22379,непарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,пар
22381,непередаваемо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,передав
22382,непередаваемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,передав
22383,непереносимость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,перенос
22385,непересекающийся,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,сек
22387,непечатный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,печат
22393,неплотно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,плот-2
22394,неплохо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,плох
22398,неповадно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,повад
22400,неповиновение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,повин
22403,неповрежденный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,поврежд
22406,непогашенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,гаш
22412,неподвижно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,движ
22416,неподготовленность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,готов
22418,неподдельно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,дел
22419,неподдельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,дел
22420,неподконтрольный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,контрол
22421,неподкупность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,куп
22423,неподобающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,доб
22426,неподтвержденный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,твержд
22427,неподходящий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ход
22429,неподъемный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,подъ
22430,непозволительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,позвол
22434,непоколебимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,колеб
22437,непокорный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,покор
22439,неполадка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,лад
22440,неполно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,полн
22442,неполноценность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"полн,цен"
22445,неположенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,лож-1
22446,неполучение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,луч-4
22447,непомерно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,мер
22450,непонимающе,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,пон
22451,непонимающий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,пон
22452,непонятки,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,понят
22453,непонятливость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,понят
22454,непонятливый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,понят
22455,непонятно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,понят
22456,непонятность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,понят
22458,непонятый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,понят
22459,непоправимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прав
22461,непопулярный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,популяр
22464,непорядочно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,поряд
22470,непосильно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,сил
22476,непосредственно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,сред
22478,непосредственный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,сред
22479,непостижимо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,постиж
22480,непостижимость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,постиж
22481,непостижимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,постиж
22482,непостоянный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,постоян
22485,непотопляемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,топ
22488,непохоже,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,похож
22489,непохожесть,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,похож
22490,непохожий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,похож
22491,непочатый,a,lemma_level_conflict,ча,,,Conflicting automatic candidates across lemmas: ч-1|ча(j)-1|ча(j)-2,ч-1
22492,непочтительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,почт
22495,неправдоподобно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,правд
22497,неправедный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,правед
22498,неправильно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прав
22499,неправильность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,правильн
22501,неправительственный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,правительствен
22502,неправовой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,правов
22503,неправомерно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,правомер
22506,неправославный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,православ
22509,непрактичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,практич
22510,непревзойденный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,превзойд
22511,непредвзято,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,предвзя
22512,непредвзятый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,предвзя
22514,непредельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,предель
22516,непредоставление,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,предостав
22518,непредсказуемый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,предсказ
22519,непредставимый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,представ
22520,непредставление,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,представ
22521,непредусмотренный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,предусмотр
22523,непреклонно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,преклон
22526,непрекращающийся,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прекращ
22529,непременно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,премен
22533,непрерывно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,рв
22536,непрестанно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,престан
22541,неприветливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,приветлив
22545,непривычно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,привыч
22549,непригодность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,год
22551,непридуманный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,придум
22552,неприемлемость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,приемл
22554,непризнание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,призн
22555,непризнанный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,призн
22562,неприличие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прилич
22563,неприлично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прилич
22564,неприличный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,прилич
22565,неприменение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,примен
22567,неприметно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,примет
22569,непримиримо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,примир
22572,непринужденно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,нужд
